Title ,TRANCHE,CG4:SCORE,CG3:STERIC,CG3:CLASH,CG3:Pro Desolve,CG3:Lig Desolve,CG3: Lig Desolv HB,CG4:HB,PSA,XLogP,N formal charges,HBA,HBD,Lipinski HBD,Max_ring_size,MW,N_ring_systems,N_rot_bonds,Formal Charge,
ZINC000502960362,HJAD,-8.542741,-9.493935,0.313153,3.254304,2.645233,-2.907598,-2.353899,58.2,5.07,0,2,2,2,6,423.73,2,8,0,
ZINC000490832320,HJAD,-8.538969,-9.452326,0.24773,3.306108,3.099874,-3.381527,-2.35883,57.78,5.23,0,2,2,2,6,409.35,3,8,0,
ZINC000495257051,HJAD,-8.536682,-6.883414,0.412588,3.240926,5.185557,-7.457549,-3.03479,95.59,5.27,0,4,3,3,6,412.92,3,8,0,
ZINC000729814133,HJAD,-8.533968,-8.117688,0.333097,2.757499,4.260057,-4.712399,-3.054535,82.7,5.12,0,3,3,3,6,423.92,4,8,0,
ZINC000742574733,HJAD,-8.533566,-9.933158,0.25745,3.731553,3.470966,-3.571054,-2.489324,70.25,5.05,0,2,2,2,6,412.43,4,7,0,
ZINC000557729923,HJAD,-8.530173,-10.454368,0.404316,3.974625,3.061006,-2.450745,-3.065009,70.67,5.52,0,3,2,2,6,418.49,4,8,0,
ZINC000436646527,HJAD,-8.529023,-9.555862,0.613286,4.224969,3.385001,-3.702258,-3.494159,90.9,5.63,0,3,3,3,6,422.54,4,8,0,
ZINC000787564143,HJAD,-8.528024,-8.07478,0.203979,2.694019,2.105469,-3.663868,-1.792842,54.12,5.26,0,2,2,2,6,407.21,3,6,0,
ZINC000740038682,HJAD,-8.527682,-9.796571,0.292264,3.379284,2.735018,-2.99527,-2.142407,79.46,5.2,0,2,3,3,6,415.57,3,9,0,
ZINC000426620155,HJAD,-8.526602,-7.49985,0.166789,2.906088,3.144646,-4.07605,-3.168224,57.78,5.13,0,2,2,2,6,400.65,3,4,0,
ZINC000745780196,HJAD,-8.525003,-10.059659,0.310892,3.169889,3.315132,-3.42403,-1.837227,80.05,5.68,0,3,2,2,6,412.91,3,10,0,
ZINC000740071089,HJAD,-8.52439,-9.411342,0.387206,3.639279,2.699142,-3.602262,-2.236413,79.46,5.32,0,2,3,3,6,403.56,2,11,0,
ZINC000531756976,HJAD,-8.514859,-10.310753,0.402268,4.382618,4.288539,-2.696613,-4.580918,73.91,5.51,0,3,2,2,6,411.5,4,7,0,
ZINC000622317507,HJAD,-8.514706,-9.169621,0.469827,3.273675,3.293301,-3.669531,-2.712357,76.24,5.19,0,2,2,2,6,420.29,3,8,0,
ZINC000594707964,HJAD,-8.509552,-9.521659,0.32415,3.138377,4.179035,-3.287218,-3.342237,83.56,5.56,0,4,2,2,6,409.89,4,6,0,
ZINC000445788757,HJAD,-8.507964,-9.643444,0.297713,2.919166,4.394977,-3.32355,-3.152827,83.56,5.28,0,4,2,2,6,413.9,4,6,0,
ZINC000495058812,HJAD,-8.505527,-8.951704,0.167372,3.05133,2.425777,-3.222655,-1.975648,63.35,5.02,0,1,2,2,6,402.85,3,8,0,
ZINC000591145640,HJAD,-8.503437,-9.04742,0.282693,3.927766,2.495509,-2.467991,-3.693995,78.09,5.13,0,3,2,2,6,422.91,4,6,0,
ZINC000516399339,HJAD,-8.49163,-8.399139,0.37177,3.220413,3.079782,-3.626913,-3.137542,70.67,5.17,0,3,2,2,6,410.44,4,6,0,
ZINC000560101617,HJAD,-8.491487,-10.545614,0.386245,3.951048,1.875924,-2.580748,-1.578341,58.2,5.03,0,2,2,2,6,419.34,3,8,0,
ZINC000446056487,HJAD,-8.490339,-9.780566,0.436055,3.24704,4.113876,-3.178713,-3.328031,83.56,5.56,0,4,2,2,6,409.89,4,6,0,
ZINC000518893030,HJAD,-8.490058,-10.191724,0.381481,3.49437,3.561248,-2.62427,-3.111163,88,5.21,0,4,2,2,6,406.48,4,6,0,
ZINC000730587982,HJAD,-8.489726,-11.06583,0.343163,3.826977,1.829941,-0.948136,-2.475842,58.56,5.02,0,2,2,2,6,417.83,3,7,0,
ZINC000436737232,HJAD,-8.486844,-9.790384,0.279512,2.696276,4.140406,-2.203819,-3.608834,90.9,5.58,0,3,3,3,6,416.5,4,7,0,
ZINC000426198654,HJAD,-8.479778,-5.888001,0.574395,2.80483,5.229096,-7.688309,-3.51179,95.59,5.13,0,4,3,3,6,419.31,3,7,0,
ZINC000509326201,HJAD,-8.476673,-9.439775,0.373925,3.855867,2.57167,-3.128327,-2.710032,82.27,5.06,0,3,2,2,6,423.54,2,12,0,
ZINC000463342385,HJAD,-8.475628,-9.130165,0.181575,3.089108,3.293715,-3.725573,-2.184287,67.01,5.13,0,2,2,2,6,421.44,3,10,0,
ZINC000608468977,HJAD,-8.475226,-9.861315,0.255855,2.356682,3.001893,-2.726603,-1.501739,57.78,5.06,0,2,2,2,6,404.69,3,5,0,
ZINC000502093295,HJAD,-8.474553,-9.540194,0.300551,3.849623,3.603133,-3.707881,-2.979785,70.23,5.03,0,2,3,3,6,413.94,3,11,0,
ZINC000530792829,HJAD,-8.470657,-9.531425,0.188917,3.406143,3.038908,-2.819984,-2.753216,83.56,5.4,0,4,2,2,6,413.86,4,6,0,
ZINC000444280073,HJAD,-8.467995,-7.735473,0.379457,2.768844,3.226018,-4.146352,-2.960488,70.67,5.26,0,3,2,2,6,423.67,3,4,0,
ZINC000740025859,HJAD,-8.467813,-8.009528,0.379636,2.850374,2.70171,-4.294451,-2.095554,79.46,5.06,0,2,3,3,6,421.96,3,10,0,
ZINC000739803266,HJAD,-8.466425,-9.666975,0.400041,3.334111,1.819793,-2.642158,-1.711236,67.43,5.05,0,2,2,2,6,405.29,2,7,0,
ZINC000591805155,HJAD,-8.46545,-8.804484,0.404127,3.663867,3.303511,-4.564831,-2.46764,70.67,5.23,0,3,2,2,6,424.51,4,8,0,
ZINC000028901756,HJAD,-8.456576,-9.691823,0.315076,3.256233,3.371338,-2.290934,-3.416466,70.67,5.02,0,3,2,2,6,417.32,3,6,0,
ZINC000461401764,HJAD,-8.451939,-10.659657,0.405099,3.960079,2.966009,-2.328208,-2.79526,62.22,5.06,0,3,2,2,6,410.93,3,7,0,
ZINC000465912613,HJAD,-8.448115,-7.32865,0.195194,2.732937,2.673836,-3.549418,-3.172015,61.36,5.21,0,2,3,3,6,406.92,2,11,0,
ZINC000044778628,HJAD,-7.784041,-9.218121,0.31741,3.205724,1.846802,-2.534459,-1.401398,58.2,5.03,0,2,2,2,6,416.54,4,10,0,
ZINC000427071682,HKAD,-11.527042,-12.311264,0.602763,4.7524,4.494498,-4.819775,-4.245664,77.67,5.03,0,3,2,2,6,421.51,5,5,0,
ZINC000538652853,HKAD,-11.510086,-10.778769,0.450154,3.614115,4.563067,-4.910913,-4.44774,77.67,5.03,0,3,2,2,6,421.51,5,5,0,
ZINC000538652858,HKAD,-10.708015,-11.30782,0.621878,4.390349,4.063587,-4.364934,-4.111077,77.67,5.03,0,3,2,2,6,421.51,5,5,0,
ZINC000770561458,HKAD,-9.903303,-11.850527,0.36763,4.485579,2.36773,-2.218133,-3.055582,54.38,5.31,0,2,2,2,6,424.53,4,10,0,
ZINC000427071681,HKAD,-9.787415,-10.448806,0.621724,5.049148,4.405791,-4.673758,-4.741514,77.67,5.03,0,3,2,2,6,421.51,5,5,0,
ZINC000614081610,HKAD,-9.628121,-9.612341,0.244158,3.188269,3.12149,-3.269598,-3.3001,70.67,5.42,0,3,2,2,6,412.87,4,6,0,
ZINC000733278164,HKAD,-9.593258,-9.559401,0.193114,3.556584,3.263657,-3.093056,-3.954156,67.01,5.48,0,2,2,2,6,409.89,4,6,0,
ZINC000784475823,HKAD,-9.548696,-9.237709,0.312957,4.011708,2.855785,-3.947577,-3.543859,67.01,5.27,0,2,2,2,6,405.4,4,6,0,
ZINC000437174820,HKAD,-9.47657,-9.175702,0.40647,2.905358,2.981932,-3.422927,-3.171703,96.7,5.06,0,4,2,2,6,422.31,3,7,0,
ZINC000426472498,HKAD,-9.4021,-10.489417,0.384009,3.527697,2.392303,-3.157354,-2.059338,63.35,5.55,0,1,2,2,6,408.47,4,8,0,
ZINC000437174090,HKAD,-9.394802,-9.525284,0.362145,2.99817,2.985408,-3.205466,-3.009777,96.7,5.06,0,4,2,2,6,422.31,3,7,0,
ZINC000247525674,HKAD,-9.341077,-9.248278,0.336139,3.26077,3.178242,-3.521847,-3.346102,70.67,5.42,0,3,2,2,6,412.87,4,6,0,
ZINC000560822503,HKAD,-9.276297,-9.365563,0.231007,2.607218,2.399215,-3.419543,-1.72863,67.01,5.57,0,2,2,2,6,423.92,4,7,0,
ZINC000005676623,HKAD,-9.268459,-10.209682,0.371925,3.230762,4.231903,-2.69518,-4.198187,70.67,5.29,0,3,2,2,6,411.28,3,6,0,
ZINC000464150233,HKAD,-9.241079,-9.903084,0.26314,4.165889,3.369469,-2.8701,-4.266395,76.24,5.02,0,2,2,2,6,419.86,4,7,0,
ZINC000513887063,HKAD,-9.237884,-10.344302,0.274541,2.713735,1.821404,-2.295251,-1.408011,54.02,5.09,0,2,2,2,6,406.33,3,7,0,
ZINC000758177173,HKAD,-9.225657,-10.143185,0.447208,2.857391,4.067859,-2.320695,-4.134235,75.11,5.62,0,3,2,2,6,416.3,3,6,0,
ZINC000565733739,HKAD,-9.210458,-9.353916,0.266513,3.280941,3.155112,-3.385057,-3.174051,79.9,5.14,0,3,2,2,6,424.9,4,7,0,
ZINC000535194207,HKAD,-9.199555,-10.886497,0.391477,4.421929,4.298767,-3.06951,-4.355721,70.67,5.16,0,3,2,2,6,401.29,4,6,0,
ZINC000491289764,HKAD,-9.198321,-9.123047,0.155127,2.946688,3.308683,-4.127311,-2.358463,57.78,5.77,0,2,2,2,6,407.92,4,6,0,
ZINC000779220766,HKAD,-9.179958,-8.525328,0.444186,3.031958,3.434874,-4.47152,-3.094128,57.78,5.35,0,2,2,2,6,418.71,3,5,0,
ZINC000022203854,HKAD,-9.166078,-9.532285,0.30476,3.275102,4.345532,-2.972298,-4.586888,70.67,5.27,0,3,2,2,6,404.89,3,6,0,
ZINC000513737123,HKAD,-9.165611,-8.990326,0.269909,3.182149,3.043376,-3.476159,-3.194561,57.78,5.74,0,2,2,2,6,417.91,4,6,0,
ZINC000591464071,HKAD,-9.162561,-9.759783,0.441018,3.400491,3.693653,-3.751502,-3.186438,70.67,5.49,0,3,2,2,6,424.47,4,6,0,
ZINC000589586117,HKAD,-9.13212,-9.180834,0.215168,2.847732,2.09953,-3.191098,-1.922618,57.78,5.96,0,2,2,2,6,413.94,4,6,0,
ZINC000029964852,HKAD,-9.11397,-9.512186,0.270694,3.469765,3.152692,-3.089489,-3.405446,70.67,5.42,0,3,2,2,6,412.87,4,6,0,
ZINC000495124022,HKAD,-9.113759,-9.232218,0.32428,3.081717,4.255507,-4.06255,-3.480497,83.56,5.3,0,4,2,2,6,419.93,4,6,0,
ZINC000578929436,HKAD,-9.105404,-8.419453,0.401311,3.417914,3.446568,-4.906725,-3.04502,57.78,5.09,0,2,2,2,6,416.29,3,6,0,
ZINC000578929434,HKAD,-9.098695,-10.028758,0.235237,2.461314,3.416831,-3.255507,-1.927811,57.78,5.09,0,2,2,2,6,416.29,3,6,0,
ZINC000022203813,HKAD,-9.097,-8.596367,0.262532,2.484571,4.312882,-3.02812,-4.532499,70.67,5.29,0,3,2,2,6,411.28,3,6,0,
ZINC000512582661,HKAD,-9.073611,-8.295822,0.231835,2.726677,2.571435,-3.005201,-3.302534,53.6,5.19,0,2,2,2,6,405.29,4,5,0,
ZINC000608469076,HKAD,-9.063623,-8.216508,0.430698,3.787711,4.313298,-5.130672,-4.248151,70.67,5.42,0,3,2,2,6,408.9,4,6,0,
ZINC000524695308,HKAD,-9.06196,-9.668363,0.368226,3.104098,3.677283,-3.456082,-3.087122,70.67,5.35,0,3,2,2,6,406.48,4,6,0,
ZINC000460884213,HKAD,-9.045338,-9.871041,0.335504,3.428778,2.391555,-3.24826,-2.081873,63.35,5.55,0,1,2,2,6,408.47,4,8,0,
ZINC000499140073,HKAD,-9.034551,-8.718509,0.182014,2.838861,2.401734,-3.698996,-2.039655,54.12,5.54,0,1,2,2,6,400.87,3,7,0,
ZINC000011584846,HKAD,-9.033628,-9.814223,0.235364,3.204132,3.439481,-2.996634,-3.101748,79.9,5.14,0,3,2,2,6,424.9,4,7,0,
ZINC000604609503,HKAD,-9.0237,-10.396665,0.437316,3.412123,3.027321,-2.865923,-2.637872,80.05,5.62,0,3,2,2,6,404.85,4,7,0,
ZINC000509319468,HKAD,-9.011589,-9.744197,0.224509,3.069517,2.277083,-2.947379,-1.891123,54.12,5.2,0,1,2,2,6,419.7,3,6,0,
ZINC000792350665,HKAD,-9.005964,-8.396143,0.468984,3.124738,3.431177,-4.529922,-3.104799,57.78,5.35,0,2,2,2,6,418.71,3,5,0,
ZINC000012017991,HKAD,-8.990781,-8.96557,0.280016,3.294391,3.07944,-3.464468,-3.214589,70.67,5.42,0,3,2,2,6,412.87,4,6,0,
ZINC000546069908,HKAD,-8.969499,-8.290604,0.331832,3.225672,3.239541,-4.160954,-3.314986,70.67,5.36,0,3,2,2,6,406.89,4,6,0,
ZINC000427153137,HKAD,-8.967311,-9.647236,0.332074,3.349297,2.099372,-3.178118,-1.9227,62.71,5.41,0,2,2,2,6,402.46,4,7,0,
ZINC000437174097,HKAD,-8.954263,-8.937763,0.391811,2.769805,2.950814,-3.047837,-3.081094,96.7,5.06,0,4,2,2,6,422.31,3,7,0,
ZINC000005677412,HKAD,-8.948406,-8.428883,0.262993,2.422025,4.210462,-3.042747,-4.372256,70.67,5.29,0,3,2,2,6,411.28,3,6,0,
ZINC000533219773,HKAD,-8.931601,-10.343822,0.325035,3.674659,2.746589,-2.494107,-2.839954,74.85,5.22,0,3,2,2,6,423.57,4,7,0,
ZINC000505210771,HKAD,-8.919621,-9.194448,0.367498,3.63793,2.552557,-2.132557,-4.150602,74.35,5.27,0,2,3,3,6,416.92,4,6,0,
ZINC000606933505,HKAD,-8.9189,-9.643523,0.278304,3.194319,3.143495,-3.86374,-2.027755,70.67,5.45,0,3,2,2,6,402.88,4,6,0,
ZINC000470815076,HKAD,-8.908501,-9.60876,0.190639,3.16464,2.101034,-3.128467,-1.627585,62.71,5.41,0,2,2,2,6,402.46,4,7,0,
ZINC000010192344,HKAD,-8.908003,-8.668589,0.200189,2.892591,3.290605,-3.38977,-3.23303,70.67,5.42,0,3,2,2,6,412.87,4,6,0,
ZINC000460966631,HKAD,-8.902043,-10.802965,0.52427,5.008667,4.376896,-3.391219,-4.617691,70.67,5.58,0,3,2,2,6,415.32,4,6,0,
ZINC000592783293,HKAD,-8.901276,-10.00901,0.38739,3.350061,4.078304,-3.249347,-3.458674,83.56,6.18,0,4,2,2,6,423.92,4,6,0,
ZINC000460702862,HKAD,-8.886042,-8.965528,0.189766,2.679796,2.308538,-3.334841,-1.763773,54.12,5.25,0,1,2,2,6,417.27,3,6,0,
ZINC000792885992,HKAD,-8.876604,-9.463078,0.24974,4.038356,3.064544,-4.024946,-2.741219,54.02,5.52,0,2,2,2,6,404.26,3,7,0,
ZINC000676324511,HKAD,-8.875924,-9.26039,0.406007,3.079179,3.045037,-2.994064,-3.151693,74.85,5.22,0,3,2,2,6,423.57,4,7,0,
ZINC000503368732,HKAD,-8.870263,-10.693874,0.369742,3.377525,4.190976,-3.035152,-3.079479,82.26,5.09,0,2,4,4,6,410.55,2,13,0,
ZINC000014389063,HKAD,-8.861118,-9.081643,0.182006,3.415391,2.683509,-2.734938,-3.325443,70.67,5.29,0,3,2,2,6,419.33,4,7,0,
ZINC000460921053,HKAD,-8.85239,-10.625496,0.232732,3.539258,2.166414,-2.478175,-1.687122,57.78,6,0,2,2,2,6,405.49,4,6,0,
ZINC000520421290,HKAD,-8.83255,-9.660529,0.34476,2.961221,3.448354,-3.432079,-2.494277,69.81,5.02,0,2,3,3,6,402.51,4,7,0,
ZINC000554025482,HKAD,-8.829307,-11.845196,0.266575,3.93869,1.629249,-1.308738,-1.509887,71.09,5.24,0,3,2,2,6,413.49,4,8,0,
ZINC000608469912,HKAD,-8.820312,-10.365738,0.367841,2.947091,3.440681,-3.245683,-1.964505,57.78,5.67,0,2,2,2,6,421.84,3,7,0,
ZINC000591409608,HKAD,-8.814362,-10.226039,0.28388,2.96133,1.841969,-2.233945,-1.441556,54.02,5.08,0,2,2,2,6,407.86,3,7,0,
ZINC000012256961,HKAD,-8.81401,-9.507816,0.481788,4.360879,3.004189,-4.029486,-3.123564,70.67,5.48,0,3,2,2,6,407.75,2,6,0,
ZINC000508964066,HKAD,-8.813262,-10.195214,0.367966,4.345982,3.375022,-2.660981,-4.046037,67.01,5.78,0,2,2,2,6,424.28,4,6,0,
ZINC000523567290,HKAD,-8.808784,-9.400777,0.517428,3.677241,2.999065,-3.994589,-2.607152,57.26,5.45,0,2,2,2,6,408.92,3,8,0,
ZINC000460737974,HKAD,-8.804958,-9.867954,0.387309,3.346032,2.454086,-3.314808,-1.809622,63.35,5.55,0,1,2,2,6,408.47,4,8,0,
ZINC000676392218,HKAD,-8.803123,-8.407112,0.404243,2.898021,3.395292,-4.360483,-2.733083,57.78,5.19,0,2,2,2,6,422.68,3,5,0,
ZINC000437500954,HKAD,-8.798881,-9.923833,0.208807,3.124829,2.099335,-2.802998,-1.505021,54.12,5.51,0,2,2,2,6,414.95,4,6,0,
ZINC000428552542,HKAD,-8.795422,-9.34694,0.29336,2.912568,2.308307,-3.190132,-1.772584,57.78,5.52,0,2,2,2,6,417.91,4,6,0,
ZINC000681528945,HKAD,-8.790808,-9.421244,0.236885,2.13199,2.95977,-2.744669,-1.953539,57.78,5.34,0,2,2,2,6,410.72,3,4,0,
ZINC000740035006,HKAD,-8.790629,-8.598033,0.366515,3.184161,3.031811,-4.002196,-2.772887,54.02,5.95,0,2,2,2,6,400.3,3,7,0,
ZINC000590482868,HKAD,-8.784924,-10.294136,0.386643,3.609446,3.782929,-3.476303,-2.793504,70.67,5.59,0,3,2,2,6,412.92,4,6,0,
ZINC000490974285,HKAD,-8.784247,-10.416651,0.524076,4.386999,4.287683,-3.753267,-3.813088,82.26,5.05,0,2,4,4,6,422.56,3,12,0,
ZINC000489890735,HKAD,-8.784163,-9.664005,0.407794,3.041944,2.355818,-1.554603,-3.37111,72.19,5.44,0,2,3,2,6,406.48,4,7,0,
ZINC000513521666,HKAD,-8.783582,-9.398526,0.433768,3.671881,3.062078,-3.369847,-3.182936,57.78,5.74,0,2,2,2,6,417.91,4,6,0,
ZINC000506064656,HKAD,-8.765635,-10.067266,0.370196,3.888767,2.099333,-3.290941,-1.765723,62.71,6.06,0,2,2,2,6,418.49,5,7,0,
ZINC000743058969,HKAD,-8.76279,-9.820696,0.356728,3.069341,3.161284,-2.863807,-2.665642,80.05,5.53,0,3,2,2,6,411.67,3,6,0,
ZINC000108219411,HKAD,-8.760603,-11.58736,0.401327,3.957443,3.165591,-2.021499,-2.676104,70.67,5.86,0,3,2,2,6,420.91,4,7,0,
ZINC000500093977,HKAD,-8.758777,-10.607868,0.287042,4.142406,3.296966,-3.708752,-2.168569,67.01,5.15,0,2,2,2,6,403.5,4,7,0,
ZINC000740025854,HKAD,-8.75121,-9.275958,0.524992,3.335591,2.720933,-3.835075,-2.221694,79.46,5.44,0,2,3,3,6,423.98,2,10,0,
ZINC000742076921,HKAD,-8.749891,-10.275231,0.278637,3.373204,3.716395,-3.161072,-2.681823,79.9,5.09,0,3,2,2,6,408.81,4,6,0,
ZINC000785676358,HKAD,-8.741535,-9.525311,0.439836,3.544337,4.234244,-4.558698,-2.875944,95.59,5.47,0,4,3,3,6,412.49,4,7,0,
ZINC000523019332,HKAD,-8.739946,-8.62496,0.321311,3.05903,2.402554,-3.598598,-2.299283,54.12,5.69,0,1,2,2,6,407.27,3,6,0,
ZINC000010432529,HKAD,-8.739189,-9.880832,0.39508,3.500447,3.355717,-2.960924,-3.148677,57.78,5.19,0,2,2,2,6,401.93,4,5,0,
ZINC000438951214,HKAD,-8.739157,-9.07473,0.279539,3.459341,3.038956,-3.244251,-3.198012,57.78,5.38,0,2,2,2,6,413.42,4,6,0,
ZINC000755058948,HKAD,-8.735063,-9.064505,0.239124,3.269128,3.119987,-3.2236,-3.075197,57.78,5.19,0,2,2,2,6,401.93,4,5,0,
ZINC000514153411,HKAD,-8.729244,-9.776203,0.334125,3.199586,3.045305,-2.933496,-2.59856,70.23,5.19,0,2,3,3,6,413.94,3,9,0,
ZINC000787359514,HKAD,-8.728493,-10.593814,0.324003,4.002047,4.391647,-2.878719,-3.973657,79.9,5.09,0,3,2,2,6,408.81,4,6,0,
ZINC000495104912,HKAD,-8.713081,-10.702828,0.265995,3.536154,2.19237,-2.318445,-1.686327,57.78,6,0,2,2,2,6,405.49,4,6,0,
ZINC000592765879,HKAD,-8.710308,-9.513555,0.273572,3.479585,2.581673,-3.505232,-2.026352,54.12,5.15,0,1,2,2,6,414.83,3,8,0,
ZINC000471586413,HKAD,-8.703266,-9.901689,0.28769,2.966402,3.17081,-2.657873,-2.568606,80.05,5.09,0,3,2,2,6,421.68,3,6,0,
ZINC000623491607,HKAD,-8.703221,-8.123992,0.476905,3.436782,3.447952,-4.934513,-3.006355,57.78,5.04,0,2,2,2,6,404.32,3,7,0,
ZINC000460963009,HKAD,-8.701098,-9.044317,0.297723,3.03037,2.37118,-3.455061,-1.900993,54.12,5.19,0,1,2,2,6,406.37,3,8,0,
ZINC000447653639,HKAD,-8.699102,-10.103868,0.367909,3.40103,2.096976,-1.856181,-2.60497,62.71,5.31,0,2,2,2,6,418.85,4,5,0,
ZINC000507549516,HKAD,-8.698315,-9.502399,0.431127,3.342917,3.725255,-3.564997,-3.130218,70.67,5.35,0,3,2,2,6,406.48,4,6,0,
ZINC000139301345,HKAD,-8.695958,-9.172742,0.226695,2.92555,2.574924,-3.536849,-1.713536,73.99,5.2,0,2,3,3,6,415.94,3,9,0,
ZINC000539363057,HKAD,-8.694511,-9.28418,0.297793,2.586329,2.399102,-3.162415,-1.531141,54.12,5.12,0,2,2,2,6,407.31,4,5,0,
ZINC000468164104,HKAD,-8.69269,-9.670601,0.307698,4.080484,2.309717,-2.380442,-3.339546,70.25,5.28,0,2,2,2,6,404.5,4,6,0,
ZINC000428141152,HKAD,-8.69054,-12.033381,0.382445,4.724,1.742871,-1.791706,-1.714768,58.2,5.24,0,2,2,2,6,412.4,3,8,0,
ZINC000426358547,HKAD,-8.686879,-10.54719,0.401445,3.680437,4.1007,-2.963927,-3.358345,70.67,6,0,3,2,2,6,406.48,4,6,0,
ZINC000743055531,HKAD,-8.686337,-9.734259,0.313318,2.880593,3.111914,-2.676582,-2.581322,80.05,5.09,0,3,2,2,6,421.68,3,6,0,
ZINC000591265098,HKAD,-8.675093,-9.50828,0.342714,3.686196,2.101447,-3.329409,-1.967762,57.78,6,0,2,2,2,6,405.49,4,6,0,
ZINC000560822098,HKAD,-8.665572,-8.603258,0.123653,2.663982,2.100702,-3.207028,-1.743623,57.78,5.85,0,2,2,2,6,411.88,4,6,0,
ZINC000046001301,HKAD,-8.660611,-11.688901,0.34906,4.263923,2.488171,-1.280539,-2.792324,71.09,5.05,0,3,2,2,6,413.49,4,8,0,
ZINC000589424028,HKAD,-8.659287,-11.182394,0.285845,3.409696,1.163449,-1.227838,-1.108046,57.78,5.04,0,2,2,2,6,401.52,4,8,0,
ZINC000021674927,HKAD,-8.658961,-9.152481,0.484043,3.349286,4.099487,-3.287154,-4.152142,83.56,5.23,0,4,2,2,6,421.54,4,7,0,
ZINC000059407045,HKAD,-8.65891,-9.915953,0.321702,3.144188,3.18753,-2.260608,-3.135769,70.67,5.92,0,3,2,2,6,418.49,4,7,0,
ZINC000487213138,HKAD,-8.658063,-9.005814,0.315584,2.903112,3.063392,-2.848056,-3.086282,61.02,5.05,0,2,2,2,6,408.92,4,6,0,
ZINC000443400255,HKAD,-8.658007,-8.702843,0.283796,2.933868,2.399189,-3.403366,-2.168649,54.12,5.2,0,1,2,2,6,402.41,3,8,0,
ZINC000560696812,HKAD,-8.654362,-9.977102,0.409332,3.673844,3.293365,-2.937253,-3.116548,70.67,5.22,0,3,2,2,6,406.89,4,6,0,
ZINC000799101591,HKAD,-8.651371,-7.953218,0.392983,3.619999,3.43454,-5.012751,-3.132923,57.78,5.59,0,2,2,2,6,407.82,3,6,0,
ZINC000460980073,HKAD,-8.649988,-9.225765,0.23441,3.490228,2.390632,-3.406522,-2.13297,54.12,5.61,0,1,2,2,6,400.44,4,8,0,
ZINC000559049632,HKAD,-8.649049,-9.363893,0.395913,3.571381,2.29874,-2.914867,-2.636323,57.78,5.47,0,2,2,2,6,421.46,4,7,0,
ZINC000495039162,HKAD,-8.64875,-9.432173,0.307146,3.92232,2.430636,-2.411412,-3.465268,65.2,5.25,0,2,2,2,6,419.49,4,6,0,
ZINC000523333623,HKAD,-8.647676,-9.240386,0.400832,3.991196,4.313523,-5.1182,-2.994641,70.67,5.42,0,3,2,2,6,408.9,4,6,0,
ZINC000215783586,HKAD,-8.646513,-9.942811,0.49944,3.504443,1.919033,-2.441478,-2.185139,50.36,5.37,0,1,2,2,6,411.29,3,7,0,
ZINC000535955576,HKAD,-8.64027,-10.432158,0.422429,4.797967,4.380406,-3.136814,-4.672099,70.67,5.16,0,3,2,2,6,401.29,4,6,0,
ZINC000442732439,HKAD,-8.639917,-8.423759,0.470719,3.225517,3.547412,-4.420391,-3.039415,83.81,5.29,0,3,2,2,6,419.3,4,7,0,
ZINC000670196598,HKAD,-8.632451,-8.568983,0.451146,3.83232,3.455902,-4.508555,-3.294281,74.85,5.32,0,3,2,2,6,409.91,3,7,0,
ZINC000047528064,HKAD,-8.616819,-10.110142,0.278601,3.452733,2.699311,-2.316603,-2.62072,70.23,5.02,0,2,3,3,6,418.25,3,7,0,
ZINC000519366972,HKAD,-8.616228,-9.96221,0.408019,3.701561,3.294726,-2.940122,-3.118202,70.67,5.22,0,3,2,2,6,406.89,4,6,0,
ZINC000444534110,HKAD,-8.614277,-8.344252,0.192128,2.772249,2.40318,-3.340372,-2.297211,54.12,5.14,0,1,2,2,6,405.31,3,6,0,
ZINC000590034163,HKAD,-8.604042,-10.438478,0.448461,4.941511,4.413692,-3.29049,-4.678739,70.67,5.58,0,3,2,2,6,415.32,4,6,0,
ZINC000108896636,HKAD,-8.602375,-9.107715,0.316288,3.864026,2.970163,-3.769019,-2.876118,70.67,5.3,0,3,2,2,6,408.9,4,6,0,
ZINC000505798566,HKAD,-8.599934,-10.506687,0.243454,3.607999,2.422255,-2.427695,-1.93926,67.01,5.72,0,2,2,2,6,417.52,4,7,0,
ZINC000219226704,HKAD,-8.59928,-9.742963,0.281208,3.002069,1.749601,-2.153872,-1.735324,54.02,5.54,0,2,2,2,6,422.73,3,5,0,
ZINC000498836464,HKAD,-8.597387,-12.384425,0.348207,4.599701,1.668079,-1.380368,-1.44858,61.44,5.14,0,2,2,2,6,419.62,2,11,0,
ZINC000509420662,HKAD,-8.593267,-8.414227,0.420786,2.772626,2.398998,-3.702806,-2.068645,54.12,5.31,0,1,2,2,6,402.41,3,8,0,
ZINC000061989513,HKAD,-8.589605,-9.719625,0.460382,3.803991,4.309416,-3.804748,-3.639021,82.26,5.31,0,2,4,4,6,422.56,3,12,0,
ZINC000426539746,HKAD,-8.587381,-8.168273,0.225813,2.882972,2.402045,-3.485805,-2.444134,54.12,5.59,0,1,2,2,6,417.27,3,6,0,
ZINC000021629027,HKAD,-8.587112,-9.118553,0.292338,2.682118,4.282937,-2.569611,-4.156341,70.67,6.11,0,3,2,2,6,414.95,3,8,0,
ZINC000742624898,HKAD,-8.574862,-10.515706,0.262234,3.577868,3.355576,-2.66852,-2.586314,67.01,5.21,0,2,2,2,6,411.37,3,8,0,
