Title ,TRANCHE,CG4:SCORE,CG3:STERIC,CG3:CLASH,CG3:Pro Desolve,CG3:Lig Desolve,CG3: Lig Desolv HB,CG4:HB,PSA,XLogP,N formal charges,HBA,HBD,Lipinski HBD,Max_ring_size,MW,N_ring_systems,N_rot_bonds,Formal Charge,
ZINC000303699285,EIAD,-8.41025,-9.383703,0.195363,3.058396,3.094071,-2.562345,-2.812031,57.78,5.02,0,2,2,2,6,333.43,3,7,0,
ZINC000812415062,EIAD,-8.409803,-8.118662,0.321983,2.819087,2.999046,-3.894559,-2.536699,67.01,5.05,0,3,2,2,6,347.82,3,6,0,
ZINC000191896769,EIAD,-8.372791,-10.499689,0.258796,3.151401,2.030898,-1.738442,-1.575756,50.36,5.04,0,1,2,2,6,344.72,2,6,0,
ZINC000490264452,EIAD,-8.344569,-8.854315,0.437256,3.563753,4.789976,-3.926675,-4.354565,70.67,5.07,0,3,2,2,6,342.48,2,9,0,
ZINC000570654667,EIAD,-8.28505,-6.599147,0.430035,2.461339,3.218084,-5.078187,-2.717174,70.67,5.06,0,3,2,2,6,332.48,3,6,0,
ZINC000622438721,EIAD,-8.254211,-5.815872,0.175129,1.982729,3.431825,-5.006715,-3.021307,57.78,5.06,0,2,2,2,6,331.84,3,5,0,
ZINC000622598452,EIAD,-8.247519,-8.011072,0.200825,2.806122,3.294638,-4.146626,-2.391406,57.78,5.23,0,2,2,2,5,349.88,4,6,0,
ZINC000490264451,EIAD,-8.244959,-9.025514,0.356975,3.268087,4.394473,-3.433733,-3.805247,70.67,5.07,0,3,2,2,6,342.48,2,9,0,
ZINC000497421018,EIAD,-8.240495,-6.322384,0.274629,2.231741,2.999374,-4.54107,-2.882784,57.78,5.02,0,2,2,2,5,332.25,2,5,0,
ZINC000812410690,EIAD,-8.217257,-8.220544,0.170804,2.930374,2.998453,-3.28137,-2.814975,67.01,5.03,0,3,2,2,6,341.79,3,6,0,
ZINC000760685392,EIAD,-8.215322,-10.175326,0.756534,3.596796,2.665468,-2.264759,-2.794035,61.36,5.01,0,2,3,3,6,346.51,2,8,0,
ZINC000733257076,EIAD,-8.214579,-8.15409,0.323645,3.176183,3.773884,-4.764406,-2.569795,70.67,5.24,0,3,2,2,6,340.46,3,9,0,
ZINC000622377700,EIAD,-8.209919,-7.942781,0.353385,2.571208,2.999012,-3.718451,-2.472292,57.78,5.06,0,2,2,2,6,333.86,2,7,0,
ZINC000446059946,EIAD,-8.174536,-7.965471,0.299888,2.361613,2.428818,-2.90834,-2.391044,61.8,5.03,0,2,2,2,6,331.82,3,4,0,
ZINC000590121247,EIAD,-8.169297,-8.754087,0.388365,3.122854,3.104641,-3.064758,-2.966312,57.78,5.23,0,2,2,2,6,333.43,3,8,0,
ZINC000861315473,EIAD,-8.160957,-6.69647,0.448456,2.443715,3.287548,-4.689923,-2.954283,57.78,5.07,0,2,2,2,6,331.84,3,5,0,
ZINC000622753438,EIAD,-8.148062,-8.912551,0.230508,2.823927,3.055781,-2.890643,-2.455083,57.78,5,0,2,2,2,6,349.83,3,5,0,
ZINC000735044174,EIAD,-8.133379,-8.156177,0.37853,3.110924,3.457841,-4.52615,-2.398348,70.67,5.5,0,3,2,2,6,346.44,2,11,0,
ZINC000865139451,EIAD,-8.094723,-7.252623,0.374212,3.227177,3.337584,-4.748384,-3.032689,57.78,5.03,0,2,2,2,6,331.84,3,9,0,
ZINC000474562258,EIAD,-8.094248,-10.411157,0.284812,3.508569,1.490382,-1.396738,-1.570115,75.11,5.13,0,3,2,2,6,347.49,2,7,0,
ZINC000301739316,EIAD,-8.091336,-8.837225,0.314989,2.806149,2.449444,-1.825566,-2.999127,58.04,5.02,0,3,2,2,6,343.42,3,6,0,
ZINC000733952470,EIAD,-8.080075,-8.78143,0.442236,3.685301,3.001451,-4.003458,-2.424176,70.67,5.24,0,3,2,2,6,340.46,3,8,0,
ZINC000768925699,EIAD,-8.073334,-8.210242,0.314706,2.722242,2.501735,-2.980023,-2.421751,61.8,5.03,0,2,2,2,6,331.82,3,4,0,
ZINC000436766616,EIAD,-8.061156,-8.134046,0.369162,3.103411,2.436579,-3.324964,-2.511299,61.8,5.27,0,2,2,2,6,325.43,3,6,0,
ZINC000351051125,EIAD,-8.048767,-7.660434,0.207848,2.951407,4.198665,-4.587541,-3.158712,83.39,5.53,0,3,2,2,6,346.17,4,3,0,
ZINC000585739719,EIAD,-8.046936,-6.887555,0.456471,3.013514,3.052026,-4.563762,-3.11763,57.78,5.02,0,2,2,2,6,333.86,2,8,0,
ZINC000861356998,EIAD,-8.046238,-6.525425,0.243591,2.697225,3.32751,-4.730426,-3.058713,57.78,5.18,0,2,2,2,6,346.64,2,5,0,
ZINC000526946659,EIAD,-8.030212,-9.247527,0.228393,3.362751,1.298993,-1.83156,-1.841261,62.22,5.18,0,2,2,2,6,338.44,3,4,0,
ZINC000434487822,EIAD,-8.005049,-7.674762,0.230928,2.420524,2.352236,-3.49758,-1.836397,54.12,5.05,0,1,2,2,6,328.45,2,8,0,
ZINC000775601574,EIAD,-8.000786,-10.311465,0.28765,3.982342,1.182604,-1.528822,-1.613094,58.56,5.32,0,2,2,2,6,331.79,3,5,0,
ZINC000622597880,EIAD,-7.99367,-8.012363,0.269277,3.039999,2.984969,-3.590661,-2.684891,57.78,5.21,0,2,2,2,6,343.85,4,6,0,
ZINC000781024236,EIAD,-7.990871,-9.142135,0.538429,3.452299,3.015611,-3.899596,-1.955479,70.67,5.44,0,3,2,2,6,342.48,2,11,0,
ZINC000436765593,EIAD,-7.987462,-10.134286,0.317051,3.097698,2.506359,-1.487244,-2.287039,61.8,5.24,0,2,2,2,6,325.43,3,6,0,
ZINC000622474178,EIAD,-7.985573,-9.294712,0.311999,4.179095,2.998758,-2.819957,-3.360755,57.78,5.05,0,2,2,2,6,331.5,3,6,0,
ZINC000474994389,EIAD,-7.982652,-7.32374,0.194413,2.455892,2.438598,-3.394813,-2.353002,57.78,5.05,0,2,2,2,6,347.45,3,9,0,
ZINC000881466619,EIAD,-7.980533,-7.818124,0.41502,3.485592,3.285877,-3.92337,-3.425527,67.01,5.19,0,2,2,2,6,329.44,2,10,0,
ZINC000735039555,EIAD,-7.976816,-7.534914,0.449691,2.831187,3.636311,-4.694538,-2.664554,70.67,5.36,0,3,2,2,6,328.45,2,11,0,
ZINC000344044274,EIAD,-7.97153,-9.333485,0.267358,2.672557,3.599112,-3.741128,-1.435944,66.91,5.01,0,3,2,2,5,338.51,2,9,0,
ZINC000486314969,EIAD,-7.963503,-5.680361,0.122549,1.876064,3.403582,-4.807958,-2.877379,57.78,5.2,0,2,2,2,6,340.25,2,6,0,
ZINC000858811198,EIAD,-7.961506,-6.714446,0.387098,2.747863,3.308567,-4.991605,-2.698982,57.78,5.44,0,2,2,2,6,333.86,2,7,0,
ZINC000760685395,EIAD,-7.952332,-9.094067,0.271618,3.640462,3.496475,-2.717167,-3.549654,61.36,5.01,0,2,3,3,6,346.51,2,8,0,
ZINC000489406280,EIAD,-7.943758,-9.257297,0.228262,2.78661,2.323158,-2.478856,-1.545636,50.36,5.06,0,1,2,2,6,348.39,2,7,0,
ZINC000859452415,EIAD,-7.936908,-8.918849,0.274633,2.71801,2.999171,-3.292279,-1.717594,57.78,5.18,0,2,2,2,6,346.64,2,5,0,
ZINC000191868220,EIAD,-7.933806,-10.156329,0.339447,3.800271,2.590021,-2.215645,-2.291571,50.36,5.04,0,1,2,2,6,344.72,2,6,0,
ZINC000683504578,EIAD,-7.930967,-7.980261,0.31122,2.996937,2.248572,-3.630414,-1.877021,57.78,5.03,0,2,2,2,6,345.4,2,6,0,
ZINC000433212570,EIAD,-7.924139,-9.113853,0.2466,3.624624,3.101561,-2.638235,-3.144837,53.6,5.04,0,3,2,2,6,340.39,2,7,0,
ZINC000812414049,EIAD,-7.903775,-8.444088,0.125874,2.531416,3.004145,-3.629342,-1.491781,67.01,5.03,0,3,2,2,6,341.79,3,6,0,
ZINC000531407307,EIAD,-7.901757,-9.113991,0.206945,3.431124,1.252018,-1.858152,-1.819702,62.22,5.12,0,2,2,2,6,338.44,3,5,0,
ZINC000463673660,EIAD,-7.894575,-8.517866,0.329373,2.900423,3.114143,-2.658388,-3.062261,67.01,5.02,0,2,2,2,6,329.44,2,8,0,
ZINC000867781575,EIAD,-7.869654,-6.978127,0.394353,2.730513,3.274285,-4.316549,-2.974128,57.78,5.11,0,2,2,2,6,343.85,4,5,0,
ZINC000733257077,EIAD,-7.854573,-8.905856,0.431885,4.256961,3.001437,-3.958714,-2.680286,70.67,5.24,0,3,2,2,6,340.46,3,9,0,
ZINC000543580918,EIAD,-7.849281,-7.332067,0.465135,2.1883,2.917052,-2.517264,-3.570436,70.67,5.29,0,3,2,2,6,328.45,2,8,0,
ZINC000728745620,EIAD,-7.817553,-9.566176,0.399818,3.437517,1.933396,-2.479872,-1.542235,50.36,5.03,0,2,2,2,6,330.4,2,8,0,
ZINC000622622142,EIAD,-7.814277,-5.897118,0.289815,2.312652,3.292496,-5.099029,-2.713093,57.78,5.04,0,2,2,2,6,339.47,3,6,0,
ZINC000192414378,EIAD,-7.813296,-10.157328,0.403731,3.397765,2.696329,-1.956841,-2.196953,83.81,5.17,0,3,2,2,6,344.8,3,5,0,
ZINC000622752589,EIAD,-7.807022,-8.719718,0.192115,3.228387,3.144923,-2.868025,-2.784704,57.78,5,0,2,2,2,6,349.83,3,5,0,
ZINC000859434555,EIAD,-7.804148,-6.260926,0.300372,2.73857,3.271052,-4.733881,-3.119333,57.78,5.14,0,2,2,2,6,340.25,2,7,0,
ZINC000727675384,EIAD,-7.803759,-7.671765,0.209154,3.073896,3.286529,-4.263218,-2.438355,70.67,5.19,0,3,2,2,6,328.45,2,11,0,
ZINC000487631294,EIAD,-7.80347,-7.491357,0.236697,2.143258,2.453808,-3.379187,-1.766689,57.78,5.15,0,2,2,2,6,345.87,3,6,0,
ZINC000746594205,EIAD,-7.784469,-9.84222,0.295755,3.344944,1.011761,-1.72007,-0.874639,57.78,5.03,0,2,2,2,6,345.4,2,6,0,
ZINC000729847616,EIAD,-7.783911,-7.565773,0.43267,3.016311,3.57486,-4.575401,-2.666579,70.67,5.33,0,3,2,2,6,346.44,2,11,0,
ZINC000190183028,EIAD,-7.775166,-9.867968,0.187621,2.982857,1.972611,-1.595189,-1.455098,50.36,5.22,0,1,2,2,6,348.68,2,6,0,
ZINC000190192890,EIAD,-7.770407,-10.249458,0.412898,3.914314,2.201378,-2.119246,-1.930293,50.36,5.04,0,1,2,2,6,344.72,2,6,0,
ZINC000604297545,EIAD,-7.762481,-9.53927,0.304984,3.255836,1.139287,-0.583114,-2.340204,62.22,5.03,0,2,2,2,6,338.44,3,6,0,
ZINC000858347041,EIAD,-7.761629,-8.261742,0.317566,2.810604,2.99993,-3.613313,-2.014674,57.78,5.18,0,2,2,2,6,346.64,2,5,0,
ZINC000445509374,EIAD,-7.759814,-9.470892,0.466909,3.532235,3.733233,-3.660182,-2.361118,80.05,5.11,0,3,2,2,6,348.48,3,7,0,
ZINC000733952471,EIAD,-7.755404,-7.91248,0.329406,3.351146,3.289243,-4.401547,-2.411171,70.67,5.24,0,3,2,2,6,340.46,3,8,0,
ZINC000673451505,EIAD,-7.740942,-7.313972,0.465656,2.831345,2.998266,-4.414459,-2.307778,70.67,5.07,0,3,2,2,6,348.87,2,10,0,
ZINC000436796620,EIAD,-7.737591,-8.182978,0.401798,2.910948,2.618678,-2.718296,-2.767741,61.8,5.01,0,2,2,2,6,325.43,3,4,0,
ZINC000900568414,EIAD,-7.732783,-5.57869,0.192978,2.211965,3.305319,-4.924045,-2.94031,57.78,5.11,0,2,2,2,6,337.87,2,6,0,
ZINC000861315474,EIAD,-7.72156,-6.699482,0.555758,2.712776,3.242235,-4.750327,-2.78252,57.78,5.07,0,2,2,2,6,331.84,3,5,0,
ZINC000190189917,EIAD,-7.717189,-10.354909,0.247063,3.202154,2.410997,-1.486581,-1.735914,50.36,5.22,0,1,2,2,6,348.68,2,6,0,
ZINC000863928175,EIAD,-7.713628,-8.068995,0.280828,2.594733,3.000992,-3.456056,-2.065129,57.78,5.08,0,2,2,2,6,344.21,2,5,0,
ZINC000622753439,EIAD,-7.702852,-8.610023,0.332199,2.928676,3.01621,-3.556099,-1.813814,57.78,5,0,2,2,2,6,349.83,3,5,0,
ZINC000812411687,EIAD,-7.692694,-9.577905,0.126628,3.768282,1.484886,-1.426295,-2.068291,58.56,5.47,0,2,2,2,6,347.41,3,7,0,
ZINC000436948756,EIAD,-7.685274,-8.182459,0.230157,2.993578,1.369728,-1.653821,-2.442456,61.8,5.2,0,2,2,2,6,325.43,3,7,0,
ZINC000735039554,EIAD,-7.679786,-8.117114,0.249246,2.747587,2.725161,-3.610718,-1.673948,70.67,5.36,0,3,2,2,6,328.45,2,11,0,
ZINC000190182198,EIAD,-7.676116,-10.439763,0.327361,3.054492,2.011286,-1.2708,-1.358691,50.36,5.22,0,1,2,2,6,348.68,2,6,0,
ZINC000151831867,EIAD,-7.673923,-8.491836,0.278655,3.091981,2.096794,-2.524517,-2.125,50.36,5.04,0,1,2,2,6,344.72,2,6,0,
ZINC000190197476,EIAD,-7.655999,-8.052767,0.416852,3.031587,1.817787,-2.824113,-2.045346,50.36,5.13,0,1,2,2,6,338.32,2,8,0,
ZINC000301739317,EIAD,-7.652551,-8.458093,0.184025,2.835679,2.027494,-1.870323,-2.371333,58.04,5.02,0,3,2,2,6,343.42,3,6,0,
ZINC000186211432,EIAD,-7.649966,-10.017542,0.312783,3.569853,1.76001,-1.657402,-1.617668,50.36,5.06,0,1,2,2,6,336.79,2,8,0,
ZINC000590114189,EIAD,-7.642582,-7.551775,0.254055,2.842578,2.114964,-2.373428,-2.928975,57.78,5.19,0,2,2,2,6,333.43,3,9,0,
ZINC000590121248,EIAD,-7.640266,-7.995884,0.357697,2.635127,2.998464,-3.047301,-2.588368,57.78,5.23,0,2,2,2,6,333.43,3,8,0,
ZINC000858153740,EIAD,-7.636966,-8.320018,0.261223,2.784175,3.012953,-3.393834,-1.981465,57.78,5.18,0,2,2,2,6,346.64,2,5,0,
ZINC000740845987,EIAD,-7.633654,-10.722902,0.44333,3.750032,1.911494,-1.377742,-1.637866,58.2,5,0,2,2,2,6,330.46,2,7,0,
ZINC000865145403,EIAD,-7.615292,-9.427136,0.354826,3.19995,2.999043,-3.445309,-1.296664,57.78,5.07,0,2,2,2,6,331.84,3,8,0,
ZINC000511173035,EIAD,-7.612385,-7.699503,0.333164,2.867697,2.99842,-3.827138,-2.285024,70.67,5.07,0,3,2,2,6,348.87,2,10,0,
ZINC000683504565,EIAD,-7.607179,-6.095706,0.23282,2.501398,3.263934,-4.866274,-2.643349,57.78,5.03,0,2,2,2,6,345.4,2,6,0,
ZINC000727675388,EIAD,-7.605767,-7.560986,0.390638,2.960091,3.653494,-4.515069,-2.533935,70.67,5.19,0,3,2,2,6,328.45,2,11,0,
ZINC000812411691,EIAD,-7.603426,-9.909998,0.269507,3.983465,1.520349,-1.333809,-2.13294,58.56,5.47,0,2,2,2,6,347.41,3,7,0,
ZINC000729847615,EIAD,-7.598048,-7.562844,0.28961,3.33558,3.294532,-4.517564,-2.437362,70.67,5.33,0,3,2,2,6,346.44,2,11,0,
ZINC000190192834,EIAD,-7.5898,-8.311345,0.419329,3.166069,1.772321,-2.34786,-2.288313,50.36,5.22,0,1,2,2,6,348.68,2,6,0,
ZINC000473298662,EIAD,-7.578315,-7.095533,0.280674,2.583842,2.998846,-3.546678,-2.799465,57.78,5.14,0,2,2,2,6,347.45,3,8,0,
ZINC000301739315,EIAD,-7.577744,-8.539042,0.305966,2.814863,1.995969,-1.848875,-2.306625,58.04,5.02,0,3,2,2,6,343.42,3,6,0,
ZINC000153402641,EIAD,-7.574436,-8.042132,0.513484,3.157632,4.597306,-3.496015,-4.30471,70.67,5.05,0,3,2,2,6,344.36,2,8,0,
ZINC000487631296,EIAD,-7.560775,-6.35053,0.337377,2.050926,3.026268,-4.299579,-2.325238,57.78,5.15,0,2,2,2,6,345.87,3,6,0,
ZINC000622736859,EIAD,-7.558575,-8.690945,0.37297,2.949941,1.376519,-2.00514,-1.56192,54.02,5.1,0,2,2,2,5,333.49,4,7,0,
ZINC000157373820,EIAD,-7.556093,-9.010842,0.345225,2.920106,3.003679,-3.129011,-1.68525,61.96,5.16,0,2,2,2,6,338.44,3,7,0,
ZINC000622377699,EIAD,-7.54991,-7.730932,0.438523,2.807892,3.638477,-3.306155,-3.397714,57.78,5.06,0,2,2,2,6,333.86,2,7,0,
ZINC000865145404,EIAD,-7.545887,-8.832463,0.325029,2.616726,3.298033,-2.68248,-2.270732,57.78,5.07,0,2,2,2,6,331.84,3,8,0,
ZINC000677912571,EIAD,-7.531318,-9.167239,0.45253,4.234976,2.103828,-2.46277,-2.692643,57.78,5.02,0,2,2,2,6,347.45,3,7,0,
ZINC000729340852,EIAD,-7.531189,-9.987188,0.216373,3.44905,1.9016,-1.520797,-1.590228,58.2,5.02,0,2,2,2,6,330.46,2,8,0,
ZINC000900568412,EIAD,-7.526559,-8.625901,0.2397,2.62447,3.020275,-2.695804,-2.089298,57.78,5.11,0,2,2,2,6,337.87,2,6,0,
ZINC000864809675,EIAD,-7.507807,-7.192328,0.510544,3.41258,3.061332,-4.99678,-2.303155,57.78,5.11,0,2,2,2,6,343.85,4,5,0,
ZINC000865023798,EIAD,-7.505027,-9.844777,0.251771,2.845692,1.302758,-1.237683,-0.822788,57.78,5.48,0,2,2,2,6,345.87,3,7,0,
ZINC000530938069,EIAD,-7.494615,-9.037538,0.367725,3.633426,1.21085,-1.851566,-1.817512,62.22,5.12,0,2,2,2,6,338.44,3,5,0,
ZINC000505054269,EIAD,-7.48916,-9.972501,0.361132,3.315654,2.663063,-1.811093,-2.045414,62.22,5.07,0,2,2,2,6,338.44,3,5,0,
ZINC000075177080,EIAD,-7.470839,-9.104964,0.222073,3.06548,1.362919,-1.56739,-1.448956,53.16,5.04,0,1,3,3,6,347.4,2,7,0,
ZINC000746594202,EIAD,-7.467696,-9.370822,0.25103,3.186425,1.218571,-1.664325,-1.088575,57.78,5.03,0,2,2,2,6,345.4,2,6,0,
ZINC000129148250,EIAD,-7.46062,-8.483816,0.49516,2.846856,3.018688,-2.876123,-2.461384,61.96,5.16,0,2,2,2,6,338.44,3,6,0,
ZINC000860708291,EIAD,-7.460277,-8.231285,0.303967,3.375201,3.50577,-3.515334,-2.898595,57.78,5.2,0,2,2,2,6,349.83,3,5,0,
ZINC000528963654,EIAD,-7.45388,-8.565834,0.222286,3.17316,1.569015,-1.916841,-1.935666,58.56,5.1,0,3,2,2,6,346.25,2,6,0,
ZINC000673736547,EIAD,-7.450927,-9.371634,0.398402,2.941434,2.998708,-2.553497,-1.86434,57.78,5.2,0,2,2,2,6,345.4,2,8,0,
ZINC000726776028,EIAD,-7.444476,-7.969448,0.32372,3.035565,2.518199,-3.573908,-1.778604,70.67,5.24,0,3,2,2,6,340.46,3,8,0,
ZINC000604648032,EIAD,-7.438812,-8.07592,0.338846,2.155098,3.012519,-2.789277,-2.080078,54.02,5.15,0,2,2,2,6,337.52,2,9,0,
ZINC000273660961,EIAD,-7.425275,-7.436133,0.376922,2.927989,3.59946,-4.866181,-2.027331,66.91,5.02,0,3,2,2,6,346.49,2,10,0,
ZINC000673451512,EIAD,-7.421097,-7.3318,0.33579,3.38868,3.00324,-4.403013,-2.413993,70.67,5.07,0,3,2,2,6,348.87,2,10,0,
ZINC000490964026,EIAD,-7.411368,-9.020697,0.236884,2.984442,1.033379,-1.278258,-1.367118,57.78,5.09,0,2,2,2,6,339.47,3,7,0,
ZINC000858347040,EIAD,-7.391572,-8.488507,0.262652,2.443532,3.000108,-3.089783,-1.519572,57.78,5.18,0,2,2,2,6,346.64,2,5,0,
ZINC000677369218,EIAD,-7.388482,-7.884428,0.340797,2.679783,2.68619,-2.386128,-2.824696,70.67,5.12,0,3,2,2,6,328.45,2,8,0,
ZINC000765050075,EIAD,-7.38685,-7.29085,0.266742,2.111743,1.569356,-2.113913,-1.929929,50.36,5.03,0,2,2,2,6,332.82,2,8,0,
ZINC000007733607,EIAD,-7.384867,-9.96437,0.228879,2.90564,3.140841,-1.744396,-1.951463,70.67,5.16,0,3,2,2,6,346.49,2,11,0,
ZINC000075177082,EIAD,-7.383931,-9.93547,0.349714,3.751249,1.639742,-1.516575,-1.672591,53.16,5.04,0,1,3,3,6,347.4,2,7,0,
ZINC000830358667,EIAD,-7.38093,-8.413195,0.401778,3.491207,2.998026,-2.118484,-3.740263,57.78,5.22,0,2,2,2,6,347.45,3,10,0,
ZINC000440378892,EIAD,-7.371061,-9.310433,0.287805,2.965769,1.798489,-1.786982,-1.32571,70.67,5.06,0,3,2,2,6,348.44,3,7,0,
ZINC000426072800,EIAD,-7.363053,-7.990767,0.404177,2.968697,3.417374,-3.894919,-2.267614,80.05,5.05,0,3,2,2,6,348.42,2,11,0,
ZINC000628881755,EIAD,-7.355761,-8.631558,0.369248,3.386983,2.096289,-2.625541,-1.951181,61.96,5.02,0,2,2,2,6,348.39,2,8,0,
ZINC000510525486,EIAD,-7.350318,-9.285864,0.320239,3.200736,2.720725,-1.677553,-2.628601,62.22,5.03,0,2,2,2,6,338.44,3,6,0,
ZINC000734448993,EIAD,-7.337252,-9.179116,0.242032,2.99123,1.793538,-1.44778,-1.737157,58.2,5.02,0,2,2,2,6,330.46,2,8,0,
ZINC000531407309,EIAD,-7.332567,-9.27836,0.569746,3.611583,2.662464,-3.216418,-1.681583,62.22,5.12,0,2,2,2,6,338.44,3,5,0,
ZINC000436765590,EIAD,-7.332235,-8.442006,0.240155,2.712507,1.903963,-1.732118,-2.014735,61.8,5.24,0,2,2,2,6,325.43,3,6,0,
ZINC000858153739,EIAD,-7.328468,-8.436736,0.357454,3.177934,2.999122,-3.781131,-1.645111,57.78,5.18,0,2,2,2,6,346.64,2,5,0,
ZINC000564539119,EIAD,-7.322511,-8.439179,0.224084,3.080232,1.46086,-1.844438,-1.804069,62.22,5.07,0,2,2,2,6,326.43,2,6,0,
ZINC000604297546,EIAD,-7.319041,-9.829509,0.277162,3.412941,1.124909,-0.538573,-1.765971,62.22,5.03,0,2,2,2,6,338.44,3,6,0,
ZINC000303846340,EIAD,-7.317908,-9.66794,0.325722,3.781454,1.798663,-1.685691,-1.870116,58.2,5.03,0,2,2,2,6,344.49,2,8,0,
ZINC000858381205,EIAD,-7.315742,-7.703158,0.492368,3.165134,2.999079,-4.163596,-2.105569,57.78,5.07,0,2,2,2,6,331.84,3,5,0,
ZINC000734448994,EIAD,-7.314649,-9.487426,0.215958,3.127158,1.62986,-1.252139,-1.548061,58.2,5.02,0,2,2,2,6,330.46,2,8,0,
ZINC000531830658,EIAD,-7.310802,-8.569448,0.185053,2.676976,1.855189,-2.271852,-1.186721,66.91,5.07,0,3,2,2,6,338.51,2,7,0,
ZINC000530930221,EIAD,-7.310152,-8.981324,0.358082,3.230024,1.597704,-1.77671,-1.737927,62.22,5.18,0,2,2,2,6,338.44,3,4,0,
ZINC000675886247,EIAD,-7.306378,-9.921137,0.350736,3.397319,2.997931,-2.589904,-1.541323,57.78,5.03,0,2,2,2,6,345.4,2,6,0,
ZINC000458533034,EIAD,-7.301819,-8.020178,0.278502,2.871823,2.251879,-3.153994,-1.529853,66.91,5.49,0,3,2,2,6,346.49,2,9,0,
ZINC000465949233,EIAD,-7.299724,-10.337779,0.411765,3.862261,3.296632,-3.526113,-1.00649,80.05,5.03,0,3,2,2,5,336.47,2,9,0,
ZINC000789877939,EIAD,-7.299593,-8.869913,0.164266,2.690754,1.783438,-1.392788,-1.675349,58.2,5.09,0,2,2,2,6,330.46,2,7,0,
ZINC000859434551,EIAD,-7.292377,-7.740104,0.237903,3.482181,3.43015,-3.805681,-2.896827,57.78,5.14,0,2,2,2,6,340.25,2,7,0,
ZINC000867781577,EIAD,-7.292315,-9.383411,0.432161,3.58753,2.999167,-3.628326,-1.299435,57.78,5.11,0,2,2,2,6,343.85,4,5,0,
ZINC000573301686,EIAD,-7.291968,-7.403015,0.408012,2.990201,2.80953,-2.717939,-3.378757,62.22,5.12,0,2,2,2,6,338.44,3,7,0,
ZINC000683504573,EIAD,-7.291938,-5.848337,0.373557,2.767006,3.360442,-4.935819,-3.008787,57.78,5.03,0,2,2,2,6,345.4,2,6,0,
ZINC000482188014,EIAD,-7.290265,-7.197651,0.330659,2.94807,3.042787,-4.29099,-2.123139,57.78,5.01,0,2,2,2,6,339.36,2,7,0,
ZINC000867781565,EIAD,-7.278865,-9.437767,0.417127,3.855059,0.958266,-1.806188,-1.265362,57.78,5.11,0,2,2,2,6,343.85,4,5,0,
ZINC000352231589,EIAD,-7.275165,-9.50132,0.28703,2.955045,1.397039,-1.053022,-1.359937,54.02,5.14,0,2,2,2,6,331.48,2,7,0,
ZINC000060609146,EIAD,-7.26999,-8.882888,0.137729,2.318261,2.236438,-1.845352,-1.234178,50.36,5.15,0,2,2,2,6,326.43,2,8,0,
ZINC000622329611,EIAD,-7.268879,-7.312794,0.214799,2.633988,3.202244,-3.593902,-2.413213,57.78,5.08,0,2,2,2,6,343.44,3,6,0,
ZINC000817379628,EIAD,-7.267267,-8.358561,0.32483,2.832859,2.063137,-1.725753,-2.40378,58.56,5.04,0,2,2,2,6,331.79,3,7,0,
ZINC000740845983,EIAD,-7.264893,-8.626102,0.454834,3.247945,1.518102,-2.252023,-1.607648,58.2,5,0,2,2,2,6,330.46,2,7,0,
ZINC000429358368,EIAD,-7.262639,-8.782739,0.427913,2.810698,3.323875,-3.497352,-1.545034,80.05,5.03,0,3,2,2,6,336.47,2,8,0,
ZINC000622326483,EIAD,-7.253655,-5.590123,0.289106,2.68535,3.29945,-4.796513,-3.140926,57.78,5.07,0,2,2,2,6,345.87,3,6,0,
ZINC000469487305,EIAD,-7.253242,-8.846448,0.381829,3.307768,2.701742,-3.198927,-1.599206,61.96,5.04,0,2,2,2,6,326.43,2,8,0,
ZINC000858811200,EIAD,-7.25297,-6.470231,0.381525,2.827759,3.421746,-4.330687,-3.083081,57.78,5.44,0,2,2,2,6,333.86,2,7,0,
ZINC000683504568,EIAD,-7.243198,-9.307381,0.540098,3.202395,3.00258,-2.70102,-1.979872,57.78,5.03,0,2,2,2,6,345.4,2,6,0,
ZINC000795256140,EIAD,-7.240418,-9.497531,0.198876,3.529861,1.310026,-1.248738,-1.532912,50.36,5.44,0,2,2,2,6,342.41,3,7,0,
ZINC000861315475,EIAD,-7.238911,-8.257957,0.42685,3.339944,3.025528,-3.82516,-1.948117,57.78,5.07,0,2,2,2,6,331.84,3,5,0,
